Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5611","Importations - Quantité","2516","Avoine","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5911","Exportations - Quantité","2516","Avoine","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5301","Disponibilité intérieure","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5521","Aliments pour animaux","2516","Avoine","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5171","Alimentation pour touristes","2516","Avoine","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5170","Résidus","2516","Avoine","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","664","Disponibilité alimentaire (Kcal/personne/jour)","2516","Avoine","2013","2013","Kcal/personne/jour","1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","674","Disponibilité de protéines en quantité (g/personne/jour)","2516","Avoine","2013","2013","g/personne/jour","0.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2516","Avoine","2013","2013","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5511","Production","2517","Millet et produits","2013","2013","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5611","Importations - Quantité","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5072","Variation de stock","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5911","Exportations - Quantité","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5301","Disponibilité intérieure","2517","Millet et produits","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5521","Aliments pour animaux","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5527","Semences","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5123","Pertes","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5171","Alimentation pour touristes","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5170","Résidus","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5142","Nourriture","2517","Millet et produits","2013","2013","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","645","Disponibilité alimentaire en quantité (kg/personne/an)","2517","Millet et produits","2013","2013","kg","0.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","664","Disponibilité alimentaire (Kcal/personne/jour)","2517","Millet et produits","2013","2013","Kcal/personne/jour","6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","674","Disponibilité de protéines en quantité (g/personne/jour)","2517","Millet et produits","2013","2013","g/personne/jour","0.14","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2517","Millet et produits","2013","2013","g/personne/jour","0.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5511","Production","2518","Sorgho et produits","2013","2013","Milliers de tonnes","10","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5611","Importations - Quantité","2518","Sorgho et produits","2013","2013","Milliers de tonnes","45","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5072","Variation de stock","2518","Sorgho et produits","2013","2013","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5911","Exportations - Quantité","2518","Sorgho et produits","2013","2013","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5301","Disponibilité intérieure","2518","Sorgho et produits","2013","2013","Milliers de tonnes","52","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5521","Aliments pour animaux","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5527","Semences","2518","Sorgho et produits","2013","2013","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5123","Pertes","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5131","Traitement","2518","Sorgho et produits","2013","2013","Milliers de tonnes","6","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5171","Alimentation pour touristes","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5170","Résidus","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5142","Nourriture","2518","Sorgho et produits","2013","2013","Milliers de tonnes","44","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","645","Disponibilité alimentaire en quantité (kg/personne/an)","2518","Sorgho et produits","2013","2013","kg","21.24","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","664","Disponibilité alimentaire (Kcal/personne/jour)","2518","Sorgho et produits","2013","2013","Kcal/personne/jour","181","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","674","Disponibilité de protéines en quantité (g/personne/jour)","2518","Sorgho et produits","2013","2013","g/personne/jour","5.61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2518","Sorgho et produits","2013","2013","g/personne/jour","1.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5611","Importations - Quantité","2520","Céréales, Autres","2013","2013","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5072","Variation de stock","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5911","Exportations - Quantité","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5301","Disponibilité intérieure","2520","Céréales, Autres","2013","2013","Milliers de tonnes","8","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5521","Aliments pour animaux","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5123","Pertes","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5171","Alimentation pour touristes","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5170","Résidus","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","8","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","3.73","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2013","2013","Kcal/personne/jour","32","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2013","2013","g/personne/jour","0.89","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2013","2013","g/personne/jour","0.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5511","Production","2511","Blé et produits","2013","2013","Milliers de tonnes","5741","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5611","Importations - Quantité","2511","Blé et produits","2013","2013","Milliers de tonnes","7632","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5072","Variation de stock","2511","Blé et produits","2013","2013","Milliers de tonnes","154","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5911","Exportations - Quantité","2511","Blé et produits","2013","2013","Milliers de tonnes","1293","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5301","Disponibilité intérieure","2511","Blé et produits","2013","2013","Milliers de tonnes","11926","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5521","Aliments pour animaux","2511","Blé et produits","2013","2013","Milliers de tonnes","600","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5527","Semences","2511","Blé et produits","2013","2013","Milliers de tonnes","214","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5123","Pertes","2511","Blé et produits","2013","2013","Milliers de tonnes","271","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5154","Autres utilisations (non alimentaire)","2511","Blé et produits","2013","2013","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5170","Résidus","2511","Blé et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5142","Nourriture","2511","Blé et produits","2013","2013","Milliers de tonnes","10841","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé et produits","2013","2013","kg","53.92","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","664","Disponibilité alimentaire (Kcal/personne/jour)","2511","Blé et produits","2013","2013","Kcal/personne/jour","390","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","674","Disponibilité de protéines en quantité (g/personne/jour)","2511","Blé et produits","2013","2013","g/personne/jour","10.37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2511","Blé et produits","2013","2013","g/personne/jour","1.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5511","Production","2807","Riz et produits","2013","2013","Milliers de tonnes","11783","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5611","Importations - Quantité","2807","Riz et produits","2013","2013","Milliers de tonnes","1070","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5072","Variation de stock","2807","Riz et produits","2013","2013","Milliers de tonnes","-7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5911","Exportations - Quantité","2807","Riz et produits","2013","2013","Milliers de tonnes","1211","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5301","Disponibilité intérieure","2807","Riz et produits","2013","2013","Milliers de tonnes","11649","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5521","Aliments pour animaux","2807","Riz et produits","2013","2013","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5527","Semences","2807","Riz et produits","2013","2013","Milliers de tonnes","175","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5123","Pertes","2807","Riz et produits","2013","2013","Milliers de tonnes","1187","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5131","Traitement","2807","Riz et produits","2013","2013","Milliers de tonnes","1275","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5154","Autres utilisations (non alimentaire)","2807","Riz et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5170","Résidus","2807","Riz et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5142","Nourriture","2807","Riz et produits","2013","2013","Milliers de tonnes","9005","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","645","Disponibilité alimentaire en quantité (kg/personne/an)","2807","Riz et produits","2013","2013","kg","44.79","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","664","Disponibilité alimentaire (Kcal/personne/jour)","2807","Riz et produits","2013","2013","Kcal/personne/jour","304","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","674","Disponibilité de protéines en quantité (g/personne/jour)","2807","Riz et produits","2013","2013","g/personne/jour","5.99","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2807","Riz et produits","2013","2013","g/personne/jour","0.5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5511","Production","2513","Orge et produits","2013","2013","Milliers de tonnes","331","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5611","Importations - Quantité","2513","Orge et produits","2013","2013","Milliers de tonnes","1390","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5072","Variation de stock","2513","Orge et produits","2013","2013","Milliers de tonnes","-381","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5911","Exportations - Quantité","2513","Orge et produits","2013","2013","Milliers de tonnes","27","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5301","Disponibilité intérieure","2513","Orge et produits","2013","2013","Milliers de tonnes","2075","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5521","Aliments pour animaux","2513","Orge et produits","2013","2013","Milliers de tonnes","66","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5527","Semences","2513","Orge et produits","2013","2013","Milliers de tonnes","10","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5123","Pertes","2513","Orge et produits","2013","2013","Milliers de tonnes","16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5131","Traitement","2513","Orge et produits","2013","2013","Milliers de tonnes","1983","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5170","Résidus","2513","Orge et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5142","Nourriture","2513","Orge et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge et produits","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","664","Disponibilité alimentaire (Kcal/personne/jour)","2513","Orge et produits","2013","2013","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","674","Disponibilité de protéines en quantité (g/personne/jour)","2513","Orge et produits","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2513","Orge et produits","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5511","Production","2514","Maïs et produits","2013","2013","Milliers de tonnes","80273","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5611","Importations - Quantité","2514","Maïs et produits","2013","2013","Milliers de tonnes","960","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5072","Variation de stock","2514","Maïs et produits","2013","2013","Milliers de tonnes","4938","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5911","Exportations - Quantité","2514","Maïs et produits","2013","2013","Milliers de tonnes","26759","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5301","Disponibilité intérieure","2514","Maïs et produits","2013","2013","Milliers de tonnes","49535","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5521","Aliments pour animaux","2514","Maïs et produits","2013","2013","Milliers de tonnes","35287","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5527","Semences","2514","Maïs et produits","2013","2013","Milliers de tonnes","457","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5123","Pertes","2514","Maïs et produits","2013","2013","Milliers de tonnes","8118","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5131","Traitement","2514","Maïs et produits","2013","2013","Milliers de tonnes","63","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5154","Autres utilisations (non alimentaire)","2514","Maïs et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5170","Résidus","2514","Maïs et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5142","Nourriture","2514","Maïs et produits","2013","2013","Milliers de tonnes","5610","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs et produits","2013","2013","kg","27.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","664","Disponibilité alimentaire (Kcal/personne/jour)","2514","Maïs et produits","2013","2013","Kcal/personne/jour","238","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","674","Disponibilité de protéines en quantité (g/personne/jour)","2514","Maïs et produits","2013","2013","g/personne/jour","5.26","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2514","Maïs et produits","2013","2013","g/personne/jour","0.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5511","Production","2515","Seigle et produits","2013","2013","Milliers de tonnes","6","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5611","Importations - Quantité","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5072","Variation de stock","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5911","Exportations - Quantité","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5301","Disponibilité intérieure","2515","Seigle et produits","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5521","Aliments pour animaux","2515","Seigle et produits","2013","2013","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5527","Semences","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5123","Pertes","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5170","Résidus","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5142","Nourriture","2515","Seigle et produits","2013","2013","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle et produits","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","664","Disponibilité alimentaire (Kcal/personne/jour)","2515","Seigle et produits","2013","2013","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","674","Disponibilité de protéines en quantité (g/personne/jour)","2515","Seigle et produits","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2515","Seigle et produits","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","520","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5611","Importations - Quantité","2516","Avoine","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5072","Variation de stock","2516","Avoine","2013","2013","Milliers de tonnes","-16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5911","Exportations - Quantité","2516","Avoine","2013","2013","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5301","Disponibilité intérieure","2516","Avoine","2013","2013","Milliers de tonnes","530","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5521","Aliments pour animaux","2516","Avoine","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5527","Semences","2516","Avoine","2013","2013","Milliers de tonnes","26","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5123","Pertes","2516","Avoine","2013","2013","Milliers de tonnes","32","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5170","Résidus","2516","Avoine","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","472","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","2.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","664","Disponibilité alimentaire (Kcal/personne/jour)","2516","Avoine","2013","2013","Kcal/personne/jour","11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","674","Disponibilité de protéines en quantité (g/personne/jour)","2516","Avoine","2013","2013","g/personne/jour","0.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2516","Avoine","2013","2013","g/personne/jour","0.19","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5611","Importations - Quantité","2517","Millet et produits","2013","2013","Milliers de tonnes","5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5072","Variation de stock","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5911","Exportations - Quantité","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
